SHITOMASI, 264, 282, 282, 277, 297, 279, 289, 272, 266, 254
HARRIS, 264, 282, 282, 277, 297, 279, 289, 272, 266, 254
FAST, 264, 282, 282, 277, 297, 279, 289, 272, 266, 254
BRISK, 264, 282, 282, 277, 297, 279, 289, 272, 266, 254
ORB, 264, 282, 282, 277, 297, 279, 289, 272, 266, 254
AKAZE, 264, 282, 282, 277, 297, 279, 289, 272, 266, 254
SIFT, 264, 282, 282, 277, 297, 279, 289, 272, 266, 254
